PORTFOLIO,COMPANY_CODE,KEY_DATE,AMOUNT,CURRENCY,FISCAL_YEAR,EXPECTATION_CHANGE,CLASSIFICATION,RISK_TYPE,SHOCK,RISK_CLASS,IMPACT,GROWTH_PERCENT
COMP_2_NL,IND03,31.03.2012,4610.532665,INR,2011,20,A,Property,-0.05,Underwriting Risk,-230.5266333,70
COMP_2_NL,IND03,31.03.2012,4610.532665,INR,2011,21,A,Stock Prices,0.02,Underwriting Risk,92.21065331,-82.85714286
COMP_2_NL,IND03,31.03.2012,2305.266333,INR,2011,22,A,Market Volatility,0.2,Underwriting Risk,461.0532665,-52
COMP_2_NL,IND03,31.03.2012,922.1065331,INR,2011,23,L,Premium&Reserve,0.05,Underwriting Risk,46.10532665,-70
COMP_1_L,IND03,30.06.2012,11065.2784,INR,2012,19,L,Mortality,0.1,Underwriting Risk,1106.52784,-40
COMP_1_L,IND03,30.06.2012,4426.111359,INR,2012,20,L,Morbidity,-0.2,Underwriting Risk,-885.2222718,20
COMP_1_L,IND03,30.06.2012,13278.33408,INR,2012,21,L,Longevity,0.1,Underwriting Risk,1327.833408,-40
COMP_1_L,IND03,30.06.2012,3319.583519,INR,2012,22,L,Lapse,-0.2,Underwriting Risk,-663.9167038,-20
COMP_1_L,IND03,30.06.2012,9958.750557,INR,2012,23,L,Expense,0.05,Underwriting Risk,497.9375279,-80
COMP_2_L,IND03,30.06.2012,5532.639199,INR,2012,19,L,Mortality,0.1,Underwriting Risk,553.2639199,-40
COMP_2_L,IND03,30.06.2012,2213.055679,INR,2012,20,L,Morbidity,-0.2,Underwriting Risk,-442.6111359,20
COMP_2_L,IND03,30.06.2012,6639.167038,INR,2012,21,L,Longevity,0.1,Underwriting Risk,663.9167038,-60
COMP_2_L,IND03,30.06.2012,1659.79176,INR,2012,22,L,Lapse,-0.15,Underwriting Risk,-248.9687639,28
COMP_2_L,IND03,30.06.2012,4979.375279,INR,2012,23,L,Expense,0.15,Underwriting Risk,746.9062918,260
COMP_1_NL,IND03,30.06.2012,22130.55679,INR,2012,19,A,Equity,-0.1,Underwriting Risk,-2213.055679,40
COMP_1_NL,IND03,30.06.2012,11065.2784,INR,2012,20,A,Property,-0.1,Underwriting Risk,-1106.52784,-20
COMP_1_NL,IND03,30.06.2012,11065.2784,INR,2012,21,A,Stock Prices,0.02,Underwriting Risk,221.3055679,-80
COMP_1_NL,IND03,30.06.2012,5532.639199,INR,2012,22,A,Market Volatility,0.3,Underwriting Risk,1659.79176,80
COMP_1_NL,IND03,30.06.2012,2213.055679,INR,2012,23,L,Premium&Reserve,0.15,Underwriting Risk,331.9583519,260
COMP_2_NL,IND03,30.06.2012,11065.2784,INR,2012,19,A,Equity,-0.1,Underwriting Risk,-1106.52784,40
COMP_2_NL,IND03,30.06.2012,5532.639199,INR,2012,20,A,Property,-0.15,Underwriting Risk,-829.8958798,-260
COMP_2_NL,IND03,30.06.2012,5532.639199,INR,2012,21,A,Stock Prices,0.12,Underwriting Risk,663.9167038,620
COMP_2_NL,IND03,30.06.2012,2766.319599,INR,2012,22,A,Market Volatility,0.3,Underwriting Risk,829.8958798,80
COMP_2_NL,IND03,30.06.2012,1106.52784,INR,2012,23,L,Premium&Reserve,0.15,Underwriting Risk,165.979176,260
COMP_1_L,IND03,30.09.2012,12909.49146,INR,2012,19,L,Mortality,0.15,Underwriting Risk,1936.423719,75
COMP_1_L,IND03,30.09.2012,5163.796585,INR,2012,20,L,Morbidity,-0.25,Underwriting Risk,-1290.949146,-45.83333333
COMP_1_L,IND03,30.09.2012,15491.38976,INR,2012,21,L,Longevity,0.3,Underwriting Risk,4647.416927,250
COMP_1_L,IND03,30.09.2012,3872.847439,INR,2012,22,L,Lapse,-0.2,Underwriting Risk,-774.5694878,-16.66666667
COMP_1_L,IND03,30.09.2012,11618.54232,INR,2012,23,L,Expense,0.1,Underwriting Risk,1161.854232,133.3333333
COMP_2_L,IND03,30.09.2012,6454.745732,INR,2012,19,L,Mortality,0.15,Underwriting Risk,968.2118597,75
COMP_2_L,IND03,30.09.2012,2581.898293,INR,2012,20,L,Morbidity,-0.25,Underwriting Risk,-645.4745732,-45.83333333
COMP_2_L,IND03,30.09.2012,7745.694878,INR,2012,21,L,Longevity,0.2,Underwriting Risk,1549.138976,133.3333333
COMP_2_L,IND03,30.09.2012,1936.423719,INR,2012,22,L,Lapse,-0.2,Underwriting Risk,-387.2847439,-55.55555556
COMP_2_L,IND03,30.09.2012,5809.271158,INR,2012,23,L,Expense,0.1,Underwriting Risk,580.9271158,-22.22222222
COMP_1_NL,IND03,30.09.2012,25818.98293,INR,2012,19,A,Equity,-0.15,Underwriting Risk,-3872.847439,-75
COMP_1_NL,IND03,30.09.2012,12909.49146,INR,2012,20,A,Property,-0.1,Underwriting Risk,-1290.949146,-16.66666667
COMP_1_NL,IND03,30.09.2012,12909.49146,INR,2012,21,A,Stock Prices,0.07,Underwriting Risk,903.6644024,308.3333333
COMP_1_NL,IND03,30.09.2012,6454.745732,INR,2012,22,A,Market Volatility,0.25,Underwriting Risk,1613.686433,-2.777777778
COMP_1_NL,IND03,30.09.2012,2581.898293,INR,2012,23,L,Premium&Reserve,0.1,Underwriting Risk,258.1898293,-22.22222222
COMP_2_NL,IND03,30.09.2012,12909.49146,INR,2012,19,A,Equity,-0.15,Underwriting Risk,-1936.423719,-75
COMP_2_NL,IND03,30.09.2012,6454.745732,INR,2012,20,A,Property,-0.1,Underwriting Risk,-645.4745732,22.22222222
COMP_2_NL,IND03,30.09.2012,6454.745732,INR,2012,21,A,Stock Prices,0.07,Underwriting Risk,451.8322012,-31.94444444
COMP_2_NL,IND03,30.09.2012,3227.372866,INR,2012,22,A,Market Volatility,0.25,Underwriting Risk,806.8432165,-2.777777778
COMP_2_NL,IND03,30.09.2012,1290.949146,INR,2012,23,L,Premium&Reserve,0.1,Underwriting Risk,129.0949146,-22.22222222
COMP_1_L,IND03,31.12.2012,14753.70453,INR,2012,19,L,Mortality,0.2,Underwriting Risk,2950.740906,52.38095238
COMP_1_L,IND03,31.12.2012,5901.481812,INR,2012,20,L,Morbidity,-0.3,Underwriting Risk,-1770.444544,-37.14285714
COMP_1_L,IND03,31.12.2012,17704.44544,INR,2012,21,L,Longevity,0.2,Underwriting Risk,3540.889087,-23.80952381
COMP_1_L,IND03,31.12.2012,4426.111359,INR,2012,22,L,Lapse,-0.2,Underwriting Risk,-885.2222718,-14.28571429
COMP_1_L,IND03,31.12.2012,13278.33408,INR,2012,23,L,Expense,0.3,Underwriting Risk,3983.500223,242.8571429
COMP_2_L,IND03,31.12.2012,7376.852265,INR,2012,19,L,Mortality,0.2,Underwriting Risk,1475.370453,52.38095238
COMP_2_L,IND03,31.12.2012,2950.740906,INR,2012,20,L,Morbidity,-0.3,Underwriting Risk,-885.2222718,-37.14285714
COMP_2_L,IND03,31.12.2012,8852.222718,INR,2012,21,L,Longevity,0.3,Underwriting Risk,2655.666815,71.42857143
COMP_2_L,IND03,31.12.2012,2213.055679,INR,2012,22,L,Lapse,-0.25,Underwriting Risk,-553.2639199,-42.85714286
COMP_2_L,IND03,31.12.2012,6639.167038,INR,2012,23,L,Expense,0.05,Underwriting Risk,331.9583519,-42.85714286
COMP_1_NL,IND03,31.12.2012,29507.40906,INR,2012,19,A,Equity,-0.2,Underwriting Risk,-5901.481812,-52.38095238
COMP_1_NL,IND03,31.12.2012,14753.70453,INR,2012,20,A,Property,-0.1,Underwriting Risk,-1475.370453,-14.28571429
COMP_1_NL,IND03,31.12.2012,14753.70453,INR,2012,21,A,Stock Prices,0.12,Underwriting Risk,1770.444544,95.91836735
COMP_1_NL,IND03,31.12.2012,7376.852265,INR,2012,22,A,Market Volatility,0.2,Underwriting Risk,1475.370453,-8.571428571
COMP_1_NL,IND03,31.12.2012,2950.740906,INR,2012,23,L,Premium&Reserve,0.05,Underwriting Risk,147.5370453,-42.85714286
COMP_2_NL,IND03,31.12.2012,14753.70453,INR,2012,19,A,Equity,-0.2,Underwriting Risk,-2950.740906,-52.38095238
COMP_2_NL,IND03,31.12.2012,7376.852265,INR,2012,20,A,Property,-0.05,Underwriting Risk,-368.8426132,42.85714286
COMP_2_NL,IND03,31.12.2012,7376.852265,INR,2012,21,A,Stock Prices,0.02,Underwriting Risk,147.5370453,-67.34693878
COMP_2_NL,IND03,31.12.2012,3688.426132,INR,2012,22,A,Market Volatility,0.2,Underwriting Risk,737.6852265,-8.571428571
COMP_2_NL,IND03,31.12.2012,1475.370453,INR,2012,23,L,Premium&Reserve,0.05,Underwriting Risk,73.76852265,-42.85714286
COMP_1_L,IND03,31.03.2013,16597.9176,INR,2012,19,L,Mortality,0.1,Underwriting Risk,1659.79176,-43.75
COMP_1_L,IND03,31.03.2013,6639.167038,INR,2012,20,L,Morbidity,-0.2,Underwriting Risk,-1327.833408,25
COMP_1_L,IND03,31.03.2013,19917.50111,INR,2012,21,L,Longevity,0.1,Underwriting Risk,1991.750111,-43.75
COMP_1_L,IND03,31.03.2013,4979.375279,INR,2012,22,L,Lapse,-0.2,Underwriting Risk,-995.8750557,-12.5
COMP_1_L,IND03,31.03.2013,14938.12584,INR,2012,23,L,Expense,0.05,Underwriting Risk,746.9062918,-81.25
COMP_2_L,IND03,31.03.2013,8298.958798,INR,2012,19,L,Mortality,0.1,Underwriting Risk,829.8958798,-43.75
COMP_2_L,IND03,31.03.2013,3319.583519,INR,2012,20,L,Morbidity,-0.2,Underwriting Risk,-663.9167038,25
COMP_2_L,IND03,31.03.2013,9958.750557,INR,2012,21,L,Longevity,0.1,Underwriting Risk,995.8750557,-62.5
COMP_2_L,IND03,31.03.2013,2489.687639,INR,2012,22,L,Lapse,-0.15,Underwriting Risk,-373.4531459,32.5
COMP_2_L,IND03,31.03.2013,7469.062918,INR,2012,23,L,Expense,0.15,Underwriting Risk,1120.359438,237.5
COMP_1_NL,IND03,31.03.2013,33195.83519,INR,2012,19,A,Equity,-0.1,Underwriting Risk,-3319.583519,43.75
COMP_1_NL,IND03,31.03.2013,16597.9176,INR,2012,20,A,Property,-0.1,Underwriting Risk,-1659.79176,-12.5
COMP_1_NL,IND03,31.03.2013,16597.9176,INR,2012,21,A,Stock Prices,0.02,Underwriting Risk,331.9583519,-81.25
COMP_1_NL,IND03,31.03.2013,8298.958798,INR,2012,22,A,Market Volatility,0.3,Underwriting Risk,2489.687639,68.75
COMP_1_NL,IND03,31.03.2013,3319.583519,INR,2012,23,L,Premium&Reserve,0.15,Underwriting Risk,497.9375279,237.5
COMP_2_NL,IND03,31.03.2013,16597.9176,INR,2012,19,A,Equity,-0.1,Underwriting Risk,-1659.79176,43.75
COMP_2_NL,IND03,31.03.2013,8298.958798,INR,2012,20,A,Property,-0.15,Underwriting Risk,-1244.84382,-237.5
COMP_2_NL,IND03,31.03.2013,8298.958798,INR,2012,21,A,Stock Prices,0.12,Underwriting Risk,995.8750557,575
COMP_2_NL,IND03,31.03.2013,4149.479399,INR,2012,22,A,Market Volatility,0.3,Underwriting Risk,1244.84382,68.75
COMP_2_NL,IND03,31.03.2013,1659.79176,INR,2012,23,L,Premium&Reserve,0.15,Underwriting Risk,248.9687639,237.5
COMP_1_L,IND03,30.06.2013,14938.12584,INR,2013,19,L,Mortality,0.15,Underwriting Risk,2240.718875,35
COMP_1_L,IND03,30.06.2013,5975.250334,INR,2013,20,L,Morbidity,-0.25,Underwriting Risk,-1493.812584,-12.5
COMP_1_L,IND03,30.06.2013,17925.751,INR,2013,21,L,Longevity,0.3,Underwriting Risk,5377.725301,170
COMP_1_L,IND03,30.06.2013,4481.437751,INR,2013,22,L,Lapse,-0.2,Underwriting Risk,-896.2875502,10
COMP_1_L,IND03,30.06.2013,13444.31325,INR,2013,23,L,Expense,0.1,Underwriting Risk,1344.431325,80
COMP_2_L,IND03,30.06.2013,7469.062918,INR,2013,19,L,Mortality,0.15,Underwriting Risk,1120.359438,35
COMP_2_L,IND03,30.06.2013,2987.625167,INR,2013,20,L,Morbidity,-0.25,Underwriting Risk,-746.9062918,-12.5
COMP_2_L,IND03,30.06.2013,8962.875502,INR,2013,21,L,Longevity,0.2,Underwriting Risk,1792.5751,80
COMP_2_L,IND03,30.06.2013,2240.718875,INR,2013,22,L,Lapse,-0.2,Underwriting Risk,-448.1437751,-20
COMP_2_L,IND03,30.06.2013,6722.156626,INR,2013,23,L,Expense,0.1,Underwriting Risk,672.2156626,-40
COMP_1_NL,IND03,30.06.2013,29876.25167,INR,2013,19,A,Equity,-0.15,Underwriting Risk,-4481.437751,-35
COMP_1_NL,IND03,30.06.2013,14938.12584,INR,2013,20,A,Property,-0.1,Underwriting Risk,-1493.812584,10
COMP_1_NL,IND03,30.06.2013,14938.12584,INR,2013,21,A,Stock Prices,0.07,Underwriting Risk,1045.668809,215
COMP_1_NL,IND03,30.06.2013,7469.062918,INR,2013,22,A,Market Volatility,0.25,Underwriting Risk,1867.26573,-25
COMP_1_NL,IND03,30.06.2013,2987.625167,INR,2013,23,L,Premium&Reserve,0.1,Underwriting Risk,298.7625167,-40
COMP_2_NL,IND03,30.06.2013,14938.12584,INR,2013,19,A,Equity,-0.15,Underwriting Risk,-2240.718875,-35
COMP_2_NL,IND03,30.06.2013,7469.062918,INR,2013,20,A,Property,-0.1,Underwriting Risk,-746.9062918,40
COMP_2_NL,IND03,30.06.2013,7469.062918,INR,2013,21,A,Stock Prices,0.07,Underwriting Risk,522.8344043,-47.5
COMP_2_NL,IND03,30.06.2013,3734.531459,INR,2013,22,A,Market Volatility,0.25,Underwriting Risk,933.6328648,-25
COMP_2_NL,IND03,30.06.2013,1493.812584,INR,2013,23,L,Premium&Reserve,0.1,Underwriting Risk,149.3812584,-40
COMP_1_L,IND03,30.09.2013,11618.54232,INR,2013,19,L,Mortality,0.2,Underwriting Risk,2323.708463,3.703703704
COMP_1_L,IND03,30.09.2013,4647.416927,INR,2013,20,L,Morbidity,-0.3,Underwriting Risk,-1394.225078,6.666666667
COMP_1_L,IND03,30.09.2013,13942.25078,INR,2013,21,L,Longevity,0.2,Underwriting Risk,2788.450156,-48.14814815
COMP_1_L,IND03,30.09.2013,3485.562695,INR,2013,22,L,Lapse,-0.2,Underwriting Risk,-697.112539,22.22222222
COMP_1_L,IND03,30.09.2013,10456.68809,INR,2013,23,L,Expense,0.3,Underwriting Risk,3137.006426,133.3333333
COMP_2_L,IND03,30.09.2013,5809.271158,INR,2013,19,L,Mortality,0.2,Underwriting Risk,1161.854232,3.703703704
COMP_2_L,IND03,30.09.2013,2323.708463,INR,2013,20,L,Morbidity,-0.3,Underwriting Risk,-697.112539,6.666666667
COMP_2_L,IND03,30.09.2013,6971.12539,INR,2013,21,L,Longevity,0.3,Underwriting Risk,2091.337617,16.66666667
COMP_2_L,IND03,30.09.2013,1742.781348,INR,2013,22,L,Lapse,-0.25,Underwriting Risk,-435.6953369,2.777777778
COMP_2_L,IND03,30.09.2013,5228.344043,INR,2013,23,L,Expense,0.05,Underwriting Risk,261.4172021,-61.11111111
COMP_1_NL,IND03,30.09.2013,23237.08463,INR,2013,19,A,Equity,-0.2,Underwriting Risk,-4647.416927,-3.703703704
COMP_1_NL,IND03,30.09.2013,11618.54232,INR,2013,20,A,Property,-0.1,Underwriting Risk,-1161.854232,22.22222222
COMP_1_NL,IND03,30.09.2013,11618.54232,INR,2013,21,A,Stock Prices,0.12,Underwriting Risk,1394.225078,33.33333333
COMP_1_NL,IND03,30.09.2013,5809.271158,INR,2013,22,A,Market Volatility,0.2,Underwriting Risk,1161.854232,-37.77777778
COMP_1_NL,IND03,30.09.2013,2323.708463,INR,2013,23,L,Premium&Reserve,0.05,Underwriting Risk,116.1854232,-61.11111111
COMP_2_NL,IND03,30.09.2013,11618.54232,INR,2013,19,A,Equity,-0.2,Underwriting Risk,-2323.708463,-3.703703704
COMP_2_NL,IND03,30.09.2013,5809.271158,INR,2013,20,A,Property,-0.05,Underwriting Risk,-290.4635579,61.11111111
COMP_2_NL,IND03,30.09.2013,5809.271158,INR,2013,21,A,Stock Prices,0.02,Underwriting Risk,116.1854232,-77.77777778
COMP_2_NL,IND03,30.09.2013,2904.635579,INR,2013,22,A,Market Volatility,0.2,Underwriting Risk,580.9271158,-37.77777778
COMP_2_NL,IND03,30.09.2013,1161.854232,INR,2013,23,L,Premium&Reserve,0.05,Underwriting Risk,58.09271158,-61.11111111
COMP_1_L,IND03,31.12.2013,8298.958798,INR,2013,19,L,Mortality,0.1,Underwriting Risk,829.8958798,-64.28571429
COMP_1_L,IND03,31.12.2013,3319.583519,INR,2013,20,L,Morbidity,-0.2,Underwriting Risk,-663.9167038,52.38095238
COMP_1_L,IND03,31.12.2013,9958.750557,INR,2013,21,L,Longevity,0.1,Underwriting Risk,995.8750557,-64.28571429
COMP_1_L,IND03,31.12.2013,2489.687639,INR,2013,22,L,Lapse,-0.2,Underwriting Risk,-497.9375279,28.57142857
COMP_1_L,IND03,31.12.2013,7469.062918,INR,2013,23,L,Expense,0.05,Underwriting Risk,373.4531459,-88.0952381
COMP_2_L,IND03,31.12.2013,4149.479399,INR,2013,19,L,Mortality,0.1,Underwriting Risk,414.9479399,-64.28571429
COMP_2_L,IND03,31.12.2013,1659.79176,INR,2013,20,L,Morbidity,-0.2,Underwriting Risk,-331.9583519,52.38095238
COMP_2_L,IND03,31.12.2013,4979.375279,INR,2013,21,L,Longevity,0.1,Underwriting Risk,497.9375279,-76.19047619
COMP_2_L,IND03,31.12.2013,1244.84382,INR,2013,22,L,Lapse,-0.15,Underwriting Risk,-186.726573,57.14285714
COMP_2_L,IND03,31.12.2013,3734.531459,INR,2013,23,L,Expense,0.15,Underwriting Risk,560.1797189,114.2857143
COMP_1_NL,IND03,31.12.2013,16597.9176,INR,2013,19,A,Equity,-0.1,Underwriting Risk,-1659.79176,64.28571429
COMP_1_NL,IND03,31.12.2013,8298.958798,INR,2013,20,A,Property,-0.1,Underwriting Risk,-829.8958798,28.57142857
COMP_1_NL,IND03,31.12.2013,8298.958798,INR,2013,21,A,Stock Prices,0.02,Underwriting Risk,165.979176,-88.0952381
COMP_1_NL,IND03,31.12.2013,4149.479399,INR,2013,22,A,Market Volatility,0.3,Underwriting Risk,1244.84382,7.142857143
COMP_1_NL,IND03,31.12.2013,1659.79176,INR,2013,23,L,Premium&Reserve,0.15,Underwriting Risk,248.9687639,114.2857143
COMP_2_NL,IND03,31.12.2013,8298.958798,INR,2013,19,A,Equity,-0.1,Underwriting Risk,-829.8958798,64.28571429
COMP_2_NL,IND03,31.12.2013,4149.479399,INR,2013,20,A,Property,-0.15,Underwriting Risk,-622.4219098,-114.2857143
COMP_2_NL,IND03,31.12.2013,4149.479399,INR,2013,21,A,Stock Prices,0.12,Underwriting Risk,497.9375279,328.5714286
COMP_2_NL,IND03,31.12.2013,2074.739699,INR,2013,22,A,Market Volatility,0.3,Underwriting Risk,622.4219098,7.142857143
COMP_2_NL,IND03,31.12.2013,829.8958798,INR,2013,23,L,Premium&Reserve,0.15,Underwriting Risk,124.484382,114.2857143
COMP_1_L,IND03,31.03.2014,4979.375279,INR,2013,19,L,Mortality,0.15,Underwriting Risk,746.9062918,-10
COMP_1_L,IND03,31.03.2014,1991.750111,INR,2013,20,L,Morbidity,-0.25,Underwriting Risk,-497.9375279,25
COMP_1_L,IND03,31.03.2014,5975.250334,INR,2013,21,L,Longevity,0.3,Underwriting Risk,1792.5751,80
COMP_1_L,IND03,31.03.2014,1493.812584,INR,2013,22,L,Lapse,-0.2,Underwriting Risk,-298.7625167,40
COMP_1_L,IND03,31.03.2014,4481.437751,INR,2013,23,L,Expense,0.1,Underwriting Risk,448.1437751,20
COMP_2_L,IND03,31.03.2014,2489.687639,INR,2013,19,L,Mortality,0.15,Underwriting Risk,373.4531459,-10
COMP_2_L,IND03,31.03.2014,995.8750557,INR,2013,20,L,Morbidity,-0.25,Underwriting Risk,-248.9687639,25
COMP_2_L,IND03,31.03.2014,2987.625167,INR,2013,21,L,Longevity,0.2,Underwriting Risk,597.5250334,20
COMP_2_L,IND03,31.03.2014,746.9062918,INR,2013,22,L,Lapse,-0.2,Underwriting Risk,-149.3812584,20
COMP_2_L,IND03,31.03.2014,2240.718875,INR,2013,23,L,Expense,0.1,Underwriting Risk,224.0718875,-60
COMP_1_NL,IND03,31.03.2014,9958.750557,INR,2013,19,A,Equity,-0.15,Underwriting Risk,-1493.812584,10
COMP_1_NL,IND03,31.03.2014,4979.375279,INR,2013,20,A,Property,-0.1,Underwriting Risk,-497.9375279,40
COMP_1_NL,IND03,31.03.2014,4979.375279,INR,2013,21,A,Stock Prices,0.07,Underwriting Risk,348.5562695,110
COMP_1_NL,IND03,31.03.2014,2489.687639,INR,2013,22,A,Market Volatility,0.25,Underwriting Risk,622.4219098,-50
COMP_1_NL,IND03,31.03.2014,995.8750557,INR,2013,23,L,Premium&Reserve,0.1,Underwriting Risk,99.58750557,-60
COMP_2_NL,IND03,31.03.2014,4979.375279,INR,2013,19,A,Equity,-0.15,Underwriting Risk,-746.9062918,10
COMP_2_NL,IND03,31.03.2014,2489.687639,INR,2013,20,A,Property,-0.1,Underwriting Risk,-248.9687639,60
COMP_2_NL,IND03,31.03.2014,2489.687639,INR,2013,21,A,Stock Prices,0.07,Underwriting Risk,174.2781348,-65
COMP_2_NL,IND03,31.03.2014,1244.84382,INR,2013,22,A,Market Volatility,0.25,Underwriting Risk,311.2109549,-50
COMP_2_NL,IND03,31.03.2014,497.9375279,INR,2013,23,L,Premium&Reserve,0.1,Underwriting Risk,49.79375279,-60
COMP_1_L,IND03,30.06.2014,5975.250334,INR,2014,19,L,Mortality,0.2,Underwriting Risk,1195.050067,60
COMP_1_L,IND03,30.06.2014,2390.100134,INR,2014,20,L,Morbidity,-0.3,Underwriting Risk,-717.0300401,-44
COMP_1_L,IND03,30.06.2014,7170.300401,INR,2014,21,L,Longevity,0.2,Underwriting Risk,1434.06008,-20
COMP_1_L,IND03,30.06.2014,1792.5751,INR,2014,22,L,Lapse,-0.2,Underwriting Risk,-358.5150201,-20
COMP_1_L,IND03,30.06.2014,5377.725301,INR,2014,23,L,Expense,0.3,Underwriting Risk,1613.31759,260
COMP_2_L,IND03,30.06.2014,2987.625167,INR,2014,19,L,Mortality,0.2,Underwriting Risk,597.5250334,60
COMP_2_L,IND03,30.06.2014,1195.050067,INR,2014,20,L,Morbidity,-0.3,Underwriting Risk,-358.5150201,-44
COMP_2_L,IND03,30.06.2014,3585.150201,INR,2014,21,L,Longevity,0.3,Underwriting Risk,1075.54506,80
COMP_2_L,IND03,30.06.2014,896.2875502,INR,2014,22,L,Lapse,-0.25,Underwriting Risk,-224.0718875,-50
COMP_2_L,IND03,30.06.2014,2688.862651,INR,2014,23,L,Expense,0.05,Underwriting Risk,134.4431325,-40
COMP_1_NL,IND03,30.06.2014,11950.50067,INR,2014,19,A,Equity,-0.2,Underwriting Risk,-2390.100134,-60
COMP_1_NL,IND03,30.06.2014,5975.250334,INR,2014,20,A,Property,-0.1,Underwriting Risk,-597.5250334,-20
COMP_1_NL,IND03,30.06.2014,5975.250334,INR,2014,21,A,Stock Prices,0.12,Underwriting Risk,717.0300401,105.7142857
COMP_1_NL,IND03,30.06.2014,2987.625167,INR,2014,22,A,Market Volatility,0.2,Underwriting Risk,597.5250334,-4
COMP_1_NL,IND03,30.06.2014,1195.050067,INR,2014,23,L,Premium&Reserve,0.05,Underwriting Risk,59.75250334,-40
COMP_2_NL,IND03,30.06.2014,5975.250334,INR,2014,19,A,Equity,-0.2,Underwriting Risk,-1195.050067,-60
COMP_2_NL,IND03,30.06.2014,2987.625167,INR,2014,20,A,Property,-0.05,Underwriting Risk,-149.3812584,40
COMP_2_NL,IND03,30.06.2014,2987.625167,INR,2014,21,A,Stock Prices,0.02,Underwriting Risk,59.75250334,-65.71428571
COMP_2_NL,IND03,30.06.2014,1493.812584,INR,2014,22,A,Market Volatility,0.2,Underwriting Risk,298.7625167,-4
COMP_2_NL,IND03,30.06.2014,597.5250334,INR,2014,23,L,Premium&Reserve,0.05,Underwriting Risk,29.87625167,-40
COMP_1_L,IND03,30.09.2014,6971.12539,INR,2014,19,L,Mortality,0.1,Underwriting Risk,697.112539,-41.66666667
COMP_1_L,IND03,30.09.2014,2788.450156,INR,2014,20,L,Morbidity,-0.2,Underwriting Risk,-557.6900312,22.22222222
COMP_1_L,IND03,30.09.2014,8365.350468,INR,2014,21,L,Longevity,0.1,Underwriting Risk,836.5350468,-41.66666667
COMP_1_L,IND03,30.09.2014,2091.337617,INR,2014,22,L,Lapse,-0.2,Underwriting Risk,-418.2675234,-16.66666667
COMP_1_L,IND03,30.09.2014,6274.012851,INR,2014,23,L,Expense,0.05,Underwriting Risk,313.7006426,-80.55555556
COMP_2_L,IND03,30.09.2014,3485.562695,INR,2014,19,L,Mortality,0.1,Underwriting Risk,348.5562695,-41.66666667
COMP_2_L,IND03,30.09.2014,1394.225078,INR,2014,20,L,Morbidity,-0.2,Underwriting Risk,-278.8450156,22.22222222
COMP_2_L,IND03,30.09.2014,4182.675234,INR,2014,21,L,Longevity,0.1,Underwriting Risk,418.2675234,-61.11111111
COMP_2_L,IND03,30.09.2014,1045.668809,INR,2014,22,L,Lapse,-0.15,Underwriting Risk,-156.8503213,30
COMP_2_L,IND03,30.09.2014,3137.006426,INR,2014,23,L,Expense,0.15,Underwriting Risk,470.5509638,250
COMP_1_NL,IND03,30.09.2014,13942.25078,INR,2014,19,A,Equity,-0.1,Underwriting Risk,-1394.225078,41.66666667
COMP_1_NL,IND03,30.09.2014,6971.12539,INR,2014,20,A,Property,-0.1,Underwriting Risk,-697.112539,-16.66666667
COMP_1_NL,IND03,30.09.2014,6971.12539,INR,2014,21,A,Stock Prices,0.02,Underwriting Risk,139.4225078,-80.55555556
COMP_1_NL,IND03,30.09.2014,3485.562695,INR,2014,22,A,Market Volatility,0.3,Underwriting Risk,1045.668809,75
COMP_1_NL,IND03,30.09.2014,1394.225078,INR,2014,23,L,Premium&Reserve,0.15,Underwriting Risk,209.1337617,250
COMP_2_NL,IND03,30.09.2014,6971.12539,INR,2014,19,A,Equity,-0.1,Underwriting Risk,-697.112539,41.66666667
COMP_2_NL,IND03,30.09.2014,3485.562695,INR,2014,20,A,Property,-0.15,Underwriting Risk,-522.8344043,-250
COMP_2_NL,IND03,30.09.2014,3485.562695,INR,2014,21,A,Stock Prices,0.12,Underwriting Risk,418.2675234,600
COMP_2_NL,IND03,30.09.2014,1742.781348,INR,2014,22,A,Market Volatility,0.3,Underwriting Risk,522.8344043,75
COMP_2_NL,IND03,30.09.2014,697.112539,INR,2014,23,L,Premium&Reserve,0.15,Underwriting Risk,104.5668809,250
COMP_1_L,IND03,31.12.2014,7967.000446,INR,2014,19,L,Mortality,0.15,Underwriting Risk,1195.050067,71.42857143
COMP_1_L,IND03,31.12.2014,3186.800178,INR,2014,20,L,Morbidity,-0.25,Underwriting Risk,-796.7000446,-42.85714286
COMP_1_L,IND03,31.12.2014,9560.400535,INR,2014,21,L,Longevity,0.3,Underwriting Risk,2868.120161,242.8571429
COMP_1_L,IND03,31.12.2014,2390.100134,INR,2014,22,L,Lapse,-0.2,Underwriting Risk,-478.0200268,-14.28571429
COMP_1_L,IND03,31.12.2014,7170.300401,INR,2014,23,L,Expense,0.1,Underwriting Risk,717.0300401,128.5714286
COMP_2_L,IND03,31.12.2014,3983.500223,INR,2014,19,L,Mortality,0.15,Underwriting Risk,597.5250334,71.42857143
COMP_2_L,IND03,31.12.2014,1593.400089,INR,2014,20,L,Morbidity,-0.25,Underwriting Risk,-398.3500223,-42.85714286
COMP_2_L,IND03,31.12.2014,4780.200268,INR,2014,21,L,Longevity,0.2,Underwriting Risk,956.0400535,128.5714286
